상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
샘터골,음식,한식,돼지고기 구이/찜,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로16길 55,127.0759976,37.54539152
아둘떡볶이,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로 160,127.0863723,37.56784533
곱창홀릭,음식,한식,곱창 전골/구이,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로10길 43,127.0640305,37.5376924
소문난순대집,음식,한식,국/탕/찌개류,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13나길 27,127.0796889,37.5341662
샌드맘,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 영화사로7길 10,127.0921506,37.55622131
도토리마을,음식,한식,백반/한정식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 천호대로143길 7,127.1027646,37.54603946
투존치킨앤비어,음식,기타 간이,치킨,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 29,127.0965143,37.53695423
다올초밥집,음식,일식,일식 회/초밥,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 자양번영로1길 9,127.0742794,37.53059179
줄줄이김밥,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의로12길 4,127.0903765,37.54295318
유혹,음식,주점,요리 주점,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 긴고랑로 102,127.086607,37.55974671
감탄,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 천호대로111길 7,127.0818776,37.55683568
베스킨라빈스중곡역점,음식,기타 간이,아이스크림/빙수,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 능동로 415,127.0841516,37.56616118
김밥나라,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 광장로 71,127.1049968,37.54769631
화신포차,음식,주점,요리 주점,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로 250,127.0894148,37.54852328
한양식당,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로32길 5,127.0674109,37.53519619
하이난,음식,중식,중국집,서울특별시,광진구,군자동,군자동,서울특별시 광진구 능동로 243-1,127.0764132,37.55206255
마니아우동,음식,일식,일식 면 요리,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로 25,127.0792826,37.56352829
한솔식당,음식,한식,백반/한정식,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로44길 42,127.0837843,37.56010328
왕십리곱창,음식,한식,곱창 전골/구이,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로15길 74,127.0795534,37.5350662
롯데리아뚝섬유원지점,음식,기타 간이,버거,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 능동로 7,127.0667563,37.53233469
제이엠엔터프라이즈,음식,기타 간이,피자,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 강변역로 50,127.0941674,37.53453044
건대멸치국수,음식,한식,국수/칼국수,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 아차산로 305,127.0768536,37.53837902
다사랑푸드,음식,구내식당·뷔페,구내식당,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 114,127.0728592,37.55299882
영광,음식,한식,백반/한정식,서울특별시,광진구,군자동,군자동,서울특별시 광진구 동일로60길 41-1,127.0756723,37.55798566
남원추어탕,음식,한식,국/탕/찌개류,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로 114,127.0645671,37.54274254
모서리에커피집,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로17길 5,127.073002,37.54604383
봉추찜닭,음식,한식,닭/오리고기 구이/찜,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 아차산로 262,127.0729442,37.53699681
고봉민김밥,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,군자동,군자동,서울특별시 광진구 능동로 271,127.0775632,37.55425208
안동참찜닭,음식,한식,닭/오리고기 구이/찜,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로20길 117,127.0699137,37.53957702
소문난뽈살구이,음식,한식,돼지고기 구이/찜,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로4길 10,127.0614686,37.53625741
덕삼이네,음식,한식,백반/한정식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 뚝섬로55길 28,127.0821174,37.53266232
조선주막,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로33길 28-4,127.0706373,37.5414479
명승,음식,주점,요리 주점,서울특별시,광진구,능동,능동,서울특별시 광진구 천호대로112길 13,127.0814761,37.55542692
스윙,음식,주점,일반 유흥 주점,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 능동로 327-1,127.0802322,37.55902143
중경소면관,음식,중식,중국집,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 아차산로30길 42,127.0668876,37.53905757
한방족발,음식,한식,족발/보쌈,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로9길 25,127.0812496,37.5646519
진국설렁탕,음식,한식,국/탕/찌개류,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
동서울왕족발,음식,한식,족발/보쌈,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로50길 42,127.0947568,37.55223164
민지네감자탕해장국,음식,한식,백반/한정식,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 긴고랑로 89,127.0855765,37.56071187
곱창,음식,한식,곱창 전골/구이,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로27길 37,127.0659903,37.53750968
기절초풍물닭갈비,음식,한식,닭/오리고기 구이/찜,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13길 88-1,127.0801673,37.53298955
스카이,음식,주점,요리 주점,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로17길 42,127.0774954,37.55699975
석기시대짜장마을,음식,중식,중국집,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 111,127.0721241,37.552957
감천식당,음식,한식,백반/한정식,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로 22,127.0786849,37.56334342
뺑드미,음식,기타 간이,빵/도넛,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 영화사로 45,127.0918576,37.55611994
오마니순대,음식,한식,국/탕/찌개류,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
춘향골남원추어탕,음식,한식,국/탕/찌개류,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 강변역로4길 34,127.0922149,37.53412799
쭈꾸미숯불구이,음식,한식,횟집,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13길 9,127.0833946,37.5355466
모두랑,음식,주점,요리 주점,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 능동로43길 5,127.0811015,37.56104655
둘리호프,음식,주점,요리 주점,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 능동로 317,127.0797125,37.55802623
피자스쿨,음식,기타 간이,피자,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로 294,127.092318,37.55175338
제주돈네,음식,한식,돼지고기 구이/찜,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로27길 38,127.0662385,37.53756571
바다생각,음식,한식,횟집,서울특별시,광진구,화양동,화양동,서울특별시 광진구 군자로 38,127.0702689,37.54650891
꼬메노,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 군자로7길 29,127.0690694,37.5455894
남원진추어탕,음식,한식,국/탕/찌개류,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로32길 89,127.0901145,37.54402342
고흥순대국,음식,한식,국/탕/찌개류,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 아차산로34길 26,127.0691174,37.53900309
홍어마을,음식,한식,횟집,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로18길 91,127.0885376,37.53877614
도미노피자구의,음식,기타 간이,피자,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로 562,127.0918682,37.54405494
용문집,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로30길 44,127.067263,37.53434804
삼삼이네,음식,한식,돼지고기 구이/찜,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 면목로 203,127.0832068,37.57120873
수빈식당,음식,한식,돼지고기 구이/찜,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 뚝섬로52라길 29,127.0802997,37.52957559
강변회관,음식,한식,백반/한정식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 강변역로 50,127.0941674,37.53453044
옥돌식당,음식,한식,백반/한정식,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 긴고랑로36길 24,127.0896732,37.5579773
복,음식,비알코올 ,카페,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로 320,127.0802879,37.55817488
커피트레인,음식,비알코올 ,카페,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13가길 2,127.0818007,37.53449801
코코호도,음식,기타 간이,빵/도넛,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 뚝섬로 634,127.0799903,37.5317357
장수칡냉면,음식,한식,냉면/밀면,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로38길 3,127.0802471,37.55780513
미소야,음식,일식,일식 카레/돈가스/덮밥,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의강변로 106,127.0948839,37.53985215
하목,음식,한식,돼지고기 구이/찜,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 광나루로 532,127.0884881,37.54469567
한밥,음식,한식,백반/한정식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의로 20,127.0896021,37.53963134
본죽군자역점,음식,한식,백반/한정식,서울특별시,광진구,군자동,군자동,서울특별시 광진구 능동로 285,127.0781589,37.55550919
이디도커피,음식,비알코올 ,카페,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로18길 12-4,127.0841422,37.53732748
또모꼬치킨호프,음식,주점,요리 주점,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로6길 7,127.0884918,37.55740053
중독족발,음식,한식,족발/보쌈,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로29길 47,127.0690557,37.54305733
부리또삐아,음식,서양식,기타 서양식 음식점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로16길 51,127.0758172,37.54533604
친구네,음식,한식,백반/한정식,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 영화사로 5-6,127.0886143,37.55850075
쪼아닭강정,음식,기타 간이,치킨,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 긴고랑로 115,127.0879141,37.55929728
홍콩,음식,중식,중국집,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 영화사로 88,127.0956894,37.55466261
오돈오리삼겹,음식,한식,돼지고기 구이/찜,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 뚝섬로 741,127.0912265,37.53445378
쭈꾸미구이,음식,한식,해산물 구이/찜,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로 58,127.0879881,37.55880227
투썸플레이스동서울터미널,음식,비알코올 ,카페,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 강변역로 50,127.0941674,37.53453044
마루샤브,음식,한식,백반/한정식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 아차산로 355,127.0825464,37.53736014
호식이두마리치킨화양점,음식,기타 간이,치킨,서울특별시,광진구,화양동,화양동,서울특별시 광진구 군자로7길 3,127.0700443,37.54637198
